A-06-05-6;37;J-07-07-2;
A-06-05-6;1;J-07-07-2;
A-06-05-7;9;B-05-10-7;
A-06-05-8;1;B-14-05-1;
A-06-05-9;70;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000107
A-06-06-1;2;S-09-08-1;
A-06-06-2;3;K-09-04-3;
A-06-06-3;7;B-02-05-7;
A-06-06-4;1;K-07-06-9;
A-06-06-4;10;K-07-06-9;
A-06-06-5;1;M-14-04-3;
A-06-06-5;10;M-14-04-3;
A-06-06-5;7;M-14-04-3;
A-06-06-6;70;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000093
A-06-06-7;4;I-11-09-8;
A-06-06-8;20;B-15-01-7;
A-06-06-9;2;K-08-05-8;
A-06-07-1;5;G-09-06-4;
A-06-07-2;5;L-08-06-7;
A-06-07-3;4;G-14-05-1;
A-06-07-4;2;L-13-04-9;
A-06-07-5;1;S-10-01-5;
A-06-07-6;10;I-11-09-7;
A-06-07-8;12;G-14-01-9;
A-06-07-9;5;M-05-04-3;
A-06-08-1;2;L-01-07-4;
A-06-08-1;24;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000001198
A-06-08-2;17;K-09-09-6;
A-06-08-3;53;K-04-03-3;
A-06-08-3;22;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000001110
A-06-08-4;4;M-14-10-3;
A-06-08-5;2;H-06-06-1;
A-06-08-6;53;J-01-09-7;
A-06-08-6;6;J-01-09-7;
A-06-08-7;1;L-04-01-5;
A-06-08-8;1;G-02-01-6;
A-06-08-9;8;L-08-07-5;
A-06-09-1;70;H-13-01-4;
A-06-09-1;6;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000815
A-06-09-1;1;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000816
A-06-09-2;18;N-06-03-2;
A-06-09-3;49;H-09-09-7;
A-06-09-4;3;I-05-09-3;
A-06-09-5;6;L-09-07-4;
A-06-09-6;55;B-12-10-5;
A-06-09-7;10;H-07-05-6;
A-06-09-7;21;H-07-05-6;
A-06-09-8;17;B-12-10-6;
A-06-09-9;1;B-04-06-5;
A-06-10-1;70;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000699
A-06-10-2;70;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000286
A-06-10-3;15;G-07-06-9;
A-06-10-4;1;N-06-02-1;
A-06-10-5;2;K-14-04-7;
A-06-10-6;2;L-13-07-9;
A-06-10-7;11;L-02-04-1;
A-06-10-8;1;G-02-08-3;
A-06-10-9;4;I-14-03-5;
A-06-11-1;3;B-15-04-3;
A-06-11-2;1;B-15-10-4;
A-06-11-3;6;B-16-05-9;
A-06-11-5;5;B-15-04-4;
A-06-11-6;10;E-07-07-7;
